room_id,hotel_id,room_type,room_number,price_per_night,availability_status
5106,52,Suite,105,449.33,maintenance
5107,52,Suite,106,288.63,available
5108,52,Double,107,493.02,booked
5109,52,Double,108,472.96,available
5110,52,Single,109,207.39,available
5111,52,Double,110,128.24,maintenance
5112,52,Suite,111,250.84,maintenance
5113,52,Suite,112,394.04,booked
5114,52,Double,113,210.66,available
5115,52,Double,114,493.0,maintenance
5116,52,Single,115,126.07,available
5117,52,Single,116,52.0,maintenance
5118,52,Single,117,308.16,maintenance
5119,52,Single,118,70.77,booked
5120,52,Double,119,298.67,available
5121,52,Suite,120,336.36,available
5122,52,Double,121,420.09,booked
5123,52,Double,122,342.45,maintenance
5124,52,Single,123,102.39,available
5125,52,Suite,124,185.18,booked
5126,52,Suite,125,292.22,available
5127,52,Suite,126,182.35,booked
5128,52,Suite,127,137.64,available
5129,52,Single,128,80.95,maintenance
5130,52,Double,129,412.18,booked
5131,52,Single,130,275.06,booked
5132,52,Double,131,475.57,available
5133,52,Double,132,370.54,available
5134,52,Single,133,221.34,booked
5135,52,Suite,134,293.0,maintenance
5136,52,Single,135,287.21,maintenance
5137,52,Double,136,197.87,booked
5138,52,Suite,137,139.11,booked
5139,52,Single,138,435.44,maintenance
5140,52,Single,139,296.67,booked
5141,52,Single,140,115.67,available
5142,52,Single,141,367.09,available
5143,52,Single,142,446.07,maintenance
5144,52,Suite,143,309.53,maintenance
5145,52,Suite,144,299.16,maintenance
5146,52,Single,145,420.5,maintenance
5147,52,Double,146,396.5,maintenance
5148,52,Suite,147,290.34,maintenance
5149,52,Suite,148,217.27,maintenance
5150,52,Suite,149,369.56,available
5151,52,Double,150,371.82,maintenance
5152,52,Suite,151,108.87,available
5153,52,Suite,152,121.95,available
5154,52,Single,153,399.78,maintenance
5155,52,Suite,154,94.43,available
5156,52,Suite,155,286.87,booked
5157,52,Double,156,419.92,available
5158,52,Double,157,167.84,available
5159,52,Single,158,296.19,maintenance
5160,52,Double,159,396.07,maintenance
5161,52,Single,160,379.97,booked
5162,52,Double,161,244.99,booked
5163,52,Single,162,428.23,maintenance
5164,52,Single,163,239.1,booked
5165,52,Single,164,371.17,maintenance
5166,52,Single,165,418.09,maintenance
5167,52,Suite,166,80.27,available
5168,52,Suite,167,165.36,booked
5169,52,Suite,168,230.72,available
5170,52,Suite,169,301.32,maintenance
5171,52,Single,170,173.76,available
5172,52,Single,171,86.14,booked
5173,52,Double,172,106.84,maintenance
5174,52,Double,173,304.63,available
5175,52,Single,174,114.86,maintenance
5176,52,Single,175,321.5,maintenance
5177,52,Single,176,440.96,available
5178,52,Single,177,432.54,maintenance
5179,52,Suite,178,339.01,booked
5180,52,Single,179,171.96,available
5181,52,Suite,180,249.6,maintenance
5182,52,Double,181,201.24,available
5183,52,Suite,182,349.88,booked
5184,52,Suite,183,418.7,maintenance
5185,52,Single,184,246.27,available
5186,52,Single,185,242.16,available
5187,52,Suite,186,374.39,available
5188,52,Suite,187,389.56,available
5189,52,Suite,188,318.99,maintenance
5190,52,Suite,189,307.84,maintenance
5191,52,Double,190,131.0,booked
5192,52,Suite,191,324.75,available
5193,52,Suite,192,381.68,maintenance
5194,52,Suite,193,467.34,available
5195,52,Single,194,419.62,booked
5196,52,Single,195,383.75,available
5197,52,Suite,196,405.68,available
5198,52,Double,197,92.42,maintenance
5199,52,Single,198,155.63,maintenance
5200,52,Suite,199,69.69,available
5201,53,Suite,100,158.01,available
5202,53,Suite,101,56.89,maintenance
5203,53,Double,102,271.32,available
5204,53,Single,103,235.45,booked
5205,53,Suite,104,408.92,available
5206,53,Double,105,379.92,booked
5207,53,Suite,106,427.79,maintenance
5208,53,Single,107,104.85,booked
5209,53,Suite,108,302.85,booked
5210,53,Double,109,95.06,available
5211,53,Single,110,388.74,maintenance
5212,53,Double,111,178.69,maintenance
5213,53,Suite,112,145.09,booked
5214,53,Single,113,50.73,available
5215,53,Double,114,432.29,available
5216,53,Suite,115,427.66,maintenance
5217,53,Double,116,198.04,available
5218,53,Double,117,485.29,booked
5219,53,Suite,118,58.35,maintenance
5220,53,Double,119,310.03,available
5221,53,Suite,120,447.8,available
5222,53,Suite,121,299.81,available
5223,53,Single,122,364.83,available
5224,53,Single,123,477.18,booked
5225,53,Single,124,159.45,maintenance
5226,53,Double,125,122.56,available
5227,53,Single,126,426.27,available
5228,53,Suite,127,347.0,maintenance
5229,53,Single,128,67.39,available
5230,53,Double,129,79.47,maintenance
5231,53,Single,130,205.36,available
5232,53,Double,131,111.0,available
5233,53,Double,132,310.87,booked
5234,53,Single,133,311.42,available
5235,53,Single,134,342.12,maintenance
5236,53,Single,135,472.8,available
5237,53,Single,136,207.93,maintenance
5238,53,Suite,137,460.31,maintenance
5239,53,Single,138,285.17,booked
5240,53,Suite,139,187.28,booked
5241,53,Single,140,214.74,booked
5242,53,Suite,141,67.41,available
5243,53,Single,142,194.97,available
5244,53,Suite,143,161.66,booked
5245,53,Double,144,118.67,booked
5246,53,Single,145,219.58,maintenance
5247,53,Double,146,418.61,booked
5248,53,Suite,147,495.06,booked
5249,53,Double,148,295.82,booked
5250,53,Suite,149,197.37,booked
5251,53,Double,150,235.28,maintenance
5252,53,Double,151,414.39,booked
5253,53,Suite,152,308.53,maintenance
5254,53,Suite,153,267.89,available
5255,53,Single,154,400.14,available
5256,53,Double,155,356.17,maintenance
5257,53,Double,156,284.53,available
5258,53,Suite,157,50.51,booked
5259,53,Suite,158,255.83,available
5260,53,Single,159,323.17,available
5261,53,Single,160,94.99,available
5262,53,Double,161,136.85,maintenance
5263,53,Double,162,338.64,booked
5264,53,Single,163,328.11,booked
5265,53,Single,164,367.31,available
5266,53,Suite,165,456.2,available
5267,53,Single,166,76.94,available
5268,53,Single,167,492.72,available
5269,53,Suite,168,302.87,available
5270,53,Double,169,487.44,maintenance
5271,53,Single,170,348.28,booked
5272,53,Suite,171,458.11,maintenance
5273,53,Double,172,221.45,maintenance
5274,53,Double,173,441.0,available
5275,53,Suite,174,128.83,available
5276,53,Suite,175,149.35,available
5277,53,Single,176,283.69,available
5278,53,Double,177,474.72,available
5279,53,Double,178,137.66,available
5280,53,Double,179,150.33,maintenance
5281,53,Single,180,293.31,booked
5282,53,Single,181,145.58,booked
5283,53,Double,182,427.01,available
5284,53,Double,183,478.63,maintenance
5285,53,Single,184,116.17,booked
5286,53,Single,185,298.28,maintenance
5287,53,Suite,186,390.53,booked
5288,53,Single,187,232.71,maintenance
5289,53,Double,188,88.75,available
5290,53,Suite,189,86.35,booked
5291,53,Double,190,113.75,maintenance
5292,53,Double,191,485.77,maintenance
5293,53,Double,192,332.22,maintenance
5294,53,Single,193,58.85,available
5295,53,Suite,194,76.59,maintenance
5296,53,Suite,195,224.89,booked
5297,53,Double,196,331.74,maintenance
5298,53,Suite,197,254.3,maintenance
5299,53,Single,198,396.01,booked
5300,53,Single,199,173.81,maintenance
5301,54,Double,100,403.49,available
5302,54,Suite,101,475.26,available
5303,54,Double,102,312.64,maintenance
5304,54,Suite,103,115.43,maintenance
5305,54,Suite,104,469.91,maintenance
5306,54,Single,105,406.17,available
5307,54,Single,106,232.59,maintenance
5308,54,Double,107,144.39,booked
5309,54,Suite,108,81.62,available
5310,54,Double,109,240.73,maintenance
5311,54,Double,110,146.78,maintenance
5312,54,Suite,111,279.59,available
5313,54,Single,112,204.28,available
5314,54,Suite,113,400.73,maintenance
5315,54,Double,114,259.1,maintenance
5316,54,Suite,115,192.32,maintenance
5317,54,Suite,116,191.75,maintenance
5318,54,Single,117,421.22,available
5319,54,Single,118,84.69,available
5320,54,Single,119,436.82,booked
5321,54,Double,120,435.29,available
5322,54,Suite,121,108.31,available
5323,54,Single,122,70.82,booked
5324,54,Double,123,351.47,maintenance
5325,54,Single,124,245.19,available
5326,54,Suite,125,318.57,maintenance
5327,54,Single,126,303.34,maintenance
5328,54,Double,127,455.58,maintenance
5329,54,Single,128,391.26,maintenance
5330,54,Double,129,217.82,booked
5331,54,Suite,130,394.89,maintenance
5332,54,Suite,131,286.54,maintenance
5333,54,Single,132,195.74,available
5334,54,Suite,133,406.2,maintenance
5335,54,Single,134,92.36,maintenance
5336,54,Single,135,76.84,available
5337,54,Single,136,230.31,booked
5338,54,Single,137,377.13,maintenance
5339,54,Suite,138,366.96,maintenance
5340,54,Double,139,179.46,available
5341,54,Double,140,233.44,booked
5342,54,Single,141,100.71,maintenance
5343,54,Single,142,182.29,booked
5344,54,Double,143,250.58,available
5345,54,Suite,144,59.53,available
5346,54,Suite,145,392.53,booked
5347,54,Suite,146,163.37,available
5348,54,Suite,147,276.99,available
5349,54,Double,148,245.23,maintenance
5350,54,Single,149,440.71,available
5351,54,Single,150,219.95,available
5352,54,Suite,151,219.45,maintenance
5353,54,Double,152,67.6,booked
5354,54,Double,153,197.91,maintenance
5355,54,Single,154,169.49,available
5356,54,Single,155,394.75,maintenance
5357,54,Suite,156,289.65,available
5358,54,Double,157,460.4,maintenance
5359,54,Single,158,416.94,maintenance
5360,54,Double,159,208.95,available
5361,54,Double,160,269.88,booked
5362,54,Double,161,246.26,maintenance
5363,54,Single,162,77.06,booked
5364,54,Double,163,87.7,booked
5365,54,Single,164,259.55,available
5366,54,Double,165,67.13,available
5367,54,Suite,166,310.84,available
5368,54,Double,167,340.68,booked
5369,54,Suite,168,370.07,booked
5370,54,Suite,169,458.62,maintenance
5371,54,Single,170,61.83,available
5372,54,Double,171,97.18,maintenance
5373,54,Double,172,480.23,available
5374,54,Double,173,178.07,available
5375,54,Suite,174,428.1,maintenance
5376,54,Single,175,491.94,available
5377,54,Suite,176,145.38,available
5378,54,Double,177,429.36,maintenance
5379,54,Suite,178,354.38,available
5380,54,Suite,179,178.89,available
5381,54,Single,180,438.93,available
5382,54,Single,181,486.04,available
5383,54,Suite,182,61.94,available
5384,54,Double,183,419.84,maintenance
5385,54,Suite,184,292.1,maintenance
5386,54,Single,185,459.48,booked
5387,54,Single,186,369.56,maintenance
5388,54,Single,187,163.97,booked
5389,54,Single,188,124.66,available
5390,54,Single,189,75.74,available
5391,54,Single,190,234.44,maintenance
5392,54,Single,191,424.12,booked
5393,54,Double,192,118.45,maintenance
5394,54,Suite,193,159.39,available
5395,54,Double,194,72.19,booked
5396,54,Double,195,93.49,booked
5397,54,Single,196,313.88,maintenance
5398,54,Suite,197,379.87,available
5399,54,Double,198,166.6,maintenance
5400,54,Double,199,328.07,maintenance
5401,55,Double,100,459.3,booked
5402,55,Single,101,471.33,booked
5403,55,Suite,102,431.99,available
5404,55,Double,103,239.28,maintenance
5405,55,Single,104,121.15,maintenance
5406,55,Single,105,63.32,booked
5407,55,Single,106,92.23,available
5408,55,Suite,107,132.3,booked
5409,55,Suite,108,401.99,booked
5410,55,Suite,109,370.07,maintenance
5411,55,Double,110,376.64,available
5412,55,Double,111,444.72,booked
5413,55,Suite,112,173.04,booked
5414,55,Suite,113,335.91,available
5415,55,Suite,114,52.14,available
5416,55,Single,115,270.06,maintenance
5417,55,Single,116,405.88,booked
5418,55,Suite,117,389.71,maintenance
5419,55,Double,118,426.5,booked
5420,55,Suite,119,196.38,maintenance
5421,55,Suite,120,273.52,maintenance
5422,55,Double,121,108.67,booked
5423,55,Single,122,151.75,available
5424,55,Suite,123,417.99,booked
5425,55,Suite,124,284.42,available
5426,55,Single,125,70.18,available
5427,55,Suite,126,315.71,available
5428,55,Double,127,61.87,maintenance
5429,55,Suite,128,448.25,maintenance
5430,55,Double,129,475.66,maintenance
5431,55,Single,130,377.96,available
5432,55,Single,131,284.9,maintenance
5433,55,Double,132,283.1,booked
5434,55,Single,133,141.94,maintenance
5435,55,Single,134,185.89,maintenance
5436,55,Single,135,256.5,maintenance
5437,55,Double,136,113.0,available
5438,55,Suite,137,146.3,booked
5439,55,Double,138,369.81,maintenance
5440,55,Double,139,104.84,maintenance
5441,55,Double,140,291.94,booked
5442,55,Double,141,242.71,available
5443,55,Double,142,375.08,maintenance
5444,55,Single,143,437.86,available
5445,55,Double,144,173.35,maintenance
5446,55,Double,145,86.92,maintenance
5447,55,Suite,146,166.78,maintenance
5448,55,Suite,147,408.28,booked
5449,55,Single,148,290.33,maintenance
5450,55,Suite,149,316.12,available
5451,55,Single,150,184.63,available
5452,55,Single,151,385.65,booked
5453,55,Single,152,108.45,booked
5454,55,Single,153,99.19,maintenance
5455,55,Double,154,216.57,booked
5456,55,Suite,155,85.79,booked
5457,55,Double,156,72.0,available
5458,55,Double,157,144.79,available
5459,55,Single,158,258.6,available
5460,55,Single,159,61.42,available
5461,55,Single,160,321.06,maintenance
5462,55,Suite,161,119.05,available
5463,55,Suite,162,241.86,available
5464,55,Suite,163,281.96,available
5465,55,Suite,164,259.54,available
5466,55,Double,165,303.95,maintenance
5467,55,Single,166,487.63,booked
5468,55,Single,167,282.67,available
5469,55,Double,168,409.98,booked
5470,55,Double,169,372.55,available
5471,55,Double,170,127.66,booked
5472,55,Single,171,374.59,booked
5473,55,Suite,172,344.19,booked
5474,55,Suite,173,153.26,booked
5475,55,Double,174,128.22,booked
5476,55,Double,175,267.96,booked
5477,55,Single,176,417.24,available
5478,55,Suite,177,461.58,available
5479,55,Single,178,219.15,maintenance
5480,55,Single,179,175.38,available
5481,55,Suite,180,327.98,available
5482,55,Double,181,103.86,available
5483,55,Double,182,275.56,maintenance
5484,55,Suite,183,372.55,booked
5485,55,Double,184,439.31,maintenance
5486,55,Single,185,169.19,maintenance
5487,55,Double,186,307.02,available
5488,55,Suite,187,299.39,booked
5489,55,Suite,188,117.3,booked
5490,55,Single,189,68.73,available
5491,55,Double,190,355.4,booked
5492,55,Suite,191,265.68,booked
5493,55,Single,192,76.29,maintenance
5494,55,Double,193,407.98,available
5495,55,Suite,194,425.05,booked
5496,55,Double,195,284.34,available
5497,55,Suite,196,114.74,maintenance
5498,55,Single,197,103.53,maintenance
5499,55,Single,198,310.79,maintenance
5500,55,Double,199,301.16,booked
5501,56,Suite,100,176.56,maintenance
5502,56,Single,101,193.37,booked
5503,56,Suite,102,377.57,booked
5504,56,Single,103,388.64,available
5505,56,Double,104,296.43,available
5506,56,Double,105,479.88,maintenance
5507,56,Double,106,235.42,available
5508,56,Single,107,60.71,available
5509,56,Double,108,176.88,available
5510,56,Double,109,412.44,booked
5511,56,Single,110,77.35,booked
5512,56,Double,111,136.47,maintenance
5513,56,Double,112,79.95,maintenance
5514,56,Suite,113,345.66,booked
5515,56,Double,114,233.96,booked
5516,56,Single,115,331.5,available
5517,56,Suite,116,118.66,maintenance
5518,56,Single,117,285.62,available
5519,56,Single,118,290.07,booked
5520,56,Suite,119,381.16,available
5521,56,Single,120,370.54,available
5522,56,Suite,121,274.17,maintenance
5523,56,Single,122,468.94,booked
5524,56,Single,123,271.55,maintenance
5525,56,Suite,124,382.95,available
5526,56,Suite,125,159.04,maintenance
5527,56,Double,126,63.64,booked
5528,56,Single,127,399.1,maintenance
5529,56,Single,128,293.72,maintenance
5530,56,Suite,129,363.93,maintenance
5531,56,Single,130,60.43,booked
5532,56,Suite,131,113.1,booked
5533,56,Double,132,303.25,booked
5534,56,Single,133,322.09,maintenance
5535,56,Double,134,415.12,maintenance
5536,56,Suite,135,163.9,maintenance
5537,56,Suite,136,375.71,booked
5538,56,Suite,137,176.7,booked
5539,56,Suite,138,175.58,available
5540,56,Single,139,293.22,available
5541,56,Suite,140,457.13,available
5542,56,Suite,141,427.67,maintenance
5543,56,Single,142,265.17,available
5544,56,Single,143,141.41,booked
5545,56,Double,144,273.23,available
5546,56,Double,145,320.54,available
5547,56,Double,146,453.79,maintenance
5548,56,Single,147,346.29,booked
5549,56,Double,148,240.89,maintenance
5550,56,Double,149,455.12,maintenance
5551,56,Single,150,193.87,booked
5552,56,Suite,151,287.06,booked
5553,56,Single,152,243.47,available
5554,56,Single,153,100.67,available
5555,56,Double,154,193.28,booked
5556,56,Suite,155,449.2,available
5557,56,Double,156,486.77,booked
5558,56,Suite,157,150.43,maintenance
5559,56,Single,158,253.13,available
5560,56,Suite,159,199.28,available
5561,56,Suite,160,465.46,booked
5562,56,Single,161,69.42,maintenance
5563,56,Double,162,207.75,available
5564,56,Single,163,339.75,booked
5565,56,Single,164,241.85,booked
5566,56,Single,165,402.83,available
5567,56,Single,166,130.2,maintenance
5568,56,Single,167,98.93,maintenance
5569,56,Double,168,117.59,available
5570,56,Single,169,468.0,maintenance
5571,56,Single,170,359.51,booked
5572,56,Double,171,95.23,available
5573,56,Double,172,425.04,available
5574,56,Single,173,293.28,booked
5575,56,Double,174,470.29,maintenance
5576,56,Suite,175,304.58,booked
5577,56,Single,176,461.88,maintenance
5578,56,Suite,177,276.5,maintenance
5579,56,Double,178,107.18,booked
5580,56,Double,179,383.11,maintenance
5581,56,Double,180,144.76,booked
5582,56,Suite,181,236.12,available
5583,56,Suite,182,82.21,booked
5584,56,Double,183,400.13,booked
5585,56,Single,184,76.59,maintenance
5586,56,Double,185,417.13,booked
5587,56,Single,186,176.37,maintenance
5588,56,Double,187,449.68,booked
5589,56,Double,188,411.57,maintenance
5590,56,Double,189,98.38,maintenance
5591,56,Single,190,187.29,booked
5592,56,Double,191,360.51,maintenance
5593,56,Single,192,114.9,available
5594,56,Single,193,280.37,maintenance
5595,56,Single,194,400.57,available
5596,56,Suite,195,229.72,available
5597,56,Double,196,488.15,maintenance
5598,56,Double,197,484.14,maintenance
5599,56,Suite,198,424.85,available
5600,56,Suite,199,341.0,maintenance
5601,57,Double,100,93.83,maintenance
5602,57,Double,101,403.4,available
5603,57,Suite,102,342.29,booked
5604,57,Single,103,66.23,booked
5605,57,Double,104,78.56,maintenance
5606,57,Double,105,218.22,booked
5607,57,Double,106,281.11,booked
5608,57,Double,107,178.15,available
5609,57,Double,108,216.1,available
5610,57,Single,109,342.95,maintenance
5611,57,Single,110,386.99,maintenance
5612,57,Suite,111,310.51,maintenance
5613,57,Double,112,440.77,available
5614,57,Double,113,157.6,maintenance
5615,57,Double,114,137.9,maintenance
5616,57,Single,115,360.21,maintenance
5617,57,Single,116,91.33,booked
5618,57,Double,117,89.06,booked
5619,57,Suite,118,358.5,maintenance
5620,57,Double,119,295.84,booked
5621,57,Suite,120,168.07,available
5622,57,Double,121,263.96,maintenance
5623,57,Double,122,236.64,booked
5624,57,Suite,123,483.49,available
5625,57,Single,124,391.94,available
5626,57,Suite,125,318.31,available
5627,57,Suite,126,108.87,maintenance
5628,57,Suite,127,112.36,booked
5629,57,Double,128,73.93,booked
5630,57,Suite,129,217.7,available
5631,57,Single,130,172.45,available
5632,57,Single,131,199.92,available
5633,57,Double,132,243.4,booked
5634,57,Single,133,256.48,available
5635,57,Double,134,91.91,booked
5636,57,Suite,135,160.29,available
5637,57,Double,136,374.45,maintenance
5638,57,Double,137,134.03,booked
5639,57,Suite,138,213.07,booked
5640,57,Double,139,317.74,maintenance
5641,57,Single,140,412.71,maintenance
5642,57,Double,141,120.29,maintenance
5643,57,Single,142,313.61,booked
5644,57,Single,143,71.42,available
5645,57,Suite,144,78.45,maintenance
5646,57,Single,145,347.78,maintenance
5647,57,Suite,146,331.6,available
5648,57,Single,147,204.1,available
5649,57,Double,148,276.27,booked
5650,57,Double,149,311.84,available
5651,57,Suite,150,233.61,maintenance
5652,57,Double,151,115.72,maintenance
5653,57,Single,152,202.0,booked
5654,57,Suite,153,65.91,available
5655,57,Double,154,98.91,booked
5656,57,Single,155,62.99,booked
5657,57,Single,156,366.31,booked
5658,57,Single,157,285.93,booked
5659,57,Single,158,149.95,maintenance
5660,57,Suite,159,483.42,maintenance
5661,57,Double,160,434.7,booked
5662,57,Suite,161,497.27,available
5663,57,Single,162,64.29,available
5664,57,Single,163,57.88,booked
5665,57,Double,164,463.3,available
5666,57,Single,165,420.55,maintenance
5667,57,Suite,166,246.38,maintenance
5668,57,Double,167,362.45,booked
5669,57,Single,168,190.89,available
5670,57,Single,169,384.92,maintenance
5671,57,Double,170,75.32,booked
5672,57,Suite,171,497.77,available
5673,57,Suite,172,66.44,maintenance
5674,57,Suite,173,252.2,maintenance
5675,57,Suite,174,216.7,maintenance
5676,57,Single,175,212.03,booked
5677,57,Single,176,317.75,booked
5678,57,Single,177,168.75,booked
5679,57,Suite,178,104.8,available
5680,57,Suite,179,343.63,available
5681,57,Suite,180,320.71,available
5682,57,Double,181,481.27,maintenance
5683,57,Double,182,404.74,booked
5684,57,Suite,183,88.79,booked
5685,57,Double,184,108.32,booked
5686,57,Suite,185,229.22,maintenance
5687,57,Double,186,61.88,available
5688,57,Single,187,416.56,booked
5689,57,Double,188,255.73,available
5690,57,Double,189,372.24,booked
5691,57,Single,190,468.2,maintenance
5692,57,Double,191,338.51,booked
5693,57,Single,192,410.26,maintenance
5694,57,Single,193,87.19,available
5695,57,Double,194,131.44,maintenance
5696,57,Suite,195,73.31,booked
5697,57,Suite,196,326.41,maintenance
5698,57,Double,197,439.02,maintenance
5699,57,Single,198,320.87,maintenance
5700,57,Double,199,372.02,maintenance
5701,58,Double,100,53.91,booked
5702,58,Double,101,81.82,booked
5703,58,Double,102,484.64,booked
5704,58,Double,103,494.16,maintenance
5705,58,Suite,104,313.1,maintenance
5706,58,Suite,105,350.49,booked
5707,58,Single,106,56.92,available
5708,58,Suite,107,202.8,available
5709,58,Single,108,420.51,available
5710,58,Suite,109,138.0,booked
5711,58,Single,110,200.7,maintenance
5712,58,Single,111,369.58,maintenance
5713,58,Double,112,337.29,booked
5714,58,Double,113,58.43,maintenance
5715,58,Suite,114,360.68,available
5716,58,Double,115,489.08,available
5717,58,Suite,116,368.39,available
5718,58,Single,117,129.1,maintenance
5719,58,Single,118,80.06,maintenance
5720,58,Suite,119,196.76,available
5721,58,Double,120,354.71,available
5722,58,Suite,121,87.18,booked
5723,58,Suite,122,73.96,available
5724,58,Single,123,281.94,available
5725,58,Suite,124,242.32,maintenance
5726,58,Single,125,131.46,maintenance
5727,58,Suite,126,278.96,maintenance
5728,58,Single,127,240.13,available
5729,58,Suite,128,118.59,booked
5730,58,Single,129,242.0,maintenance
5731,58,Single,130,216.58,maintenance
5732,58,Suite,131,368.28,booked
5733,58,Double,132,67.3,maintenance
5734,58,Double,133,291.9,maintenance
5735,58,Single,134,175.34,available
5736,58,Suite,135,183.49,available
5737,58,Single,136,306.74,maintenance
5738,58,Double,137,160.46,available
5739,58,Suite,138,276.7,available
5740,58,Double,139,299.67,available
5741,58,Double,140,244.21,booked
5742,58,Double,141,282.93,available
5743,58,Suite,142,172.82,maintenance
5744,58,Suite,143,258.63,booked
5745,58,Double,144,192.13,booked
5746,58,Single,145,279.65,maintenance
5747,58,Double,146,379.43,booked
5748,58,Double,147,492.69,available
5749,58,Suite,148,145.33,available
5750,58,Double,149,101.19,maintenance
5751,58,Double,150,71.97,booked
5752,58,Suite,151,405.51,maintenance
5753,58,Suite,152,149.63,maintenance
5754,58,Single,153,356.78,booked
5755,58,Suite,154,150.3,available
5756,58,Double,155,437.13,maintenance
5757,58,Double,156,235.81,maintenance
5758,58,Suite,157,115.24,booked
5759,58,Single,158,127.27,available
5760,58,Double,159,458.81,booked
5761,58,Single,160,447.73,available
5762,58,Double,161,133.71,maintenance
5763,58,Double,162,319.28,booked
5764,58,Suite,163,60.25,booked
5765,58,Single,164,123.4,available
5766,58,Double,165,260.97,maintenance
5767,58,Single,166,387.83,maintenance
5768,58,Double,167,390.19,booked
5769,58,Double,168,328.13,maintenance
5770,58,Double,169,130.73,available
5771,58,Single,170,304.62,booked
5772,58,Single,171,355.13,maintenance
5773,58,Single,172,498.87,maintenance
5774,58,Single,173,166.9,maintenance
5775,58,Single,174,235.06,booked
5776,58,Suite,175,61.99,maintenance
5777,58,Single,176,165.25,maintenance
5778,58,Single,177,313.96,maintenance
5779,58,Suite,178,72.88,available
5780,58,Double,179,489.51,maintenance
5781,58,Single,180,170.17,booked
5782,58,Single,181,390.12,booked
5783,58,Double,182,411.6,maintenance
5784,58,Suite,183,374.68,maintenance
5785,58,Suite,184,269.48,maintenance
5786,58,Single,185,495.58,booked
5787,58,Single,186,423.21,maintenance
5788,58,Double,187,468.15,available
5789,58,Single,188,124.78,booked
5790,58,Double,189,263.64,maintenance
5791,58,Single,190,230.45,maintenance
5792,58,Single,191,188.45,booked
5793,58,Suite,192,317.67,booked
5794,58,Suite,193,188.97,booked
5795,58,Double,194,401.45,available
5796,58,Single,195,495.28,available
5797,58,Double,196,177.08,available
5798,58,Suite,197,201.48,available
5799,58,Single,198,357.77,available
5800,58,Double,199,266.51,maintenance
5801,59,Suite,100,232.95,available
5802,59,Single,101,482.04,available
5803,59,Double,102,96.33,booked
5804,59,Double,103,73.65,available
5805,59,Suite,104,476.68,booked
5806,59,Suite,105,418.53,available
5807,59,Suite,106,498.73,booked
5808,59,Suite,107,92.61,booked
5809,59,Single,108,352.79,maintenance
5810,59,Double,109,219.32,booked
5811,59,Double,110,126.28,available
5812,59,Double,111,106.08,maintenance
5813,59,Suite,112,239.0,maintenance
5814,59,Single,113,134.05,maintenance
5815,59,Single,114,444.31,booked
5816,59,Suite,115,379.79,available
5817,59,Single,116,58.58,booked
5818,59,Suite,117,186.33,maintenance
5819,59,Suite,118,108.68,available
5820,59,Single,119,308.46,available
5821,59,Double,120,417.8,maintenance
5822,59,Suite,121,216.26,available
5823,59,Suite,122,466.2,booked
5824,59,Double,123,363.42,booked
5825,59,Single,124,268.29,available
5826,59,Suite,125,458.63,available
5827,59,Suite,126,50.07,booked
5828,59,Single,127,292.02,maintenance
5829,59,Suite,128,120.48,booked
5830,59,Single,129,168.23,booked
5831,59,Double,130,487.15,maintenance
5832,59,Double,131,219.31,maintenance
5833,59,Suite,132,262.39,available
5834,59,Single,133,300.34,maintenance
5835,59,Suite,134,353.09,available
5836,59,Double,135,128.39,available
5837,59,Double,136,415.88,maintenance
5838,59,Single,137,52.27,booked
5839,59,Double,138,306.0,maintenance
5840,59,Suite,139,491.71,booked
5841,59,Suite,140,379.92,available
5842,59,Suite,141,148.56,available
5843,59,Double,142,246.6,available
5844,59,Single,143,478.12,booked
5845,59,Suite,144,423.3,booked
5846,59,Single,145,338.41,maintenance
5847,59,Suite,146,130.61,booked
5848,59,Single,147,240.72,booked
5849,59,Suite,148,429.12,available
5850,59,Suite,149,118.02,maintenance
5851,59,Suite,150,384.97,maintenance
5852,59,Suite,151,219.99,available
5853,59,Single,152,139.12,booked
5854,59,Double,153,229.67,maintenance
5855,59,Double,154,191.2,available
5856,59,Suite,155,125.64,booked
5857,59,Double,156,343.12,maintenance
5858,59,Suite,157,100.38,maintenance
5859,59,Single,158,405.74,maintenance
5860,59,Suite,159,87.64,maintenance
5861,59,Double,160,162.73,booked
5862,59,Single,161,307.35,maintenance
5863,59,Single,162,69.28,booked
5864,59,Double,163,56.69,booked
5865,59,Single,164,244.15,booked
5866,59,Suite,165,318.97,available
5867,59,Single,166,369.59,maintenance
5868,59,Double,167,267.87,maintenance
5869,59,Suite,168,228.03,maintenance
5870,59,Double,169,202.85,maintenance
5871,59,Double,170,275.74,booked
5872,59,Single,171,292.6,available
5873,59,Double,172,496.98,available
5874,59,Double,173,251.88,booked
5875,59,Double,174,318.74,booked
5876,59,Double,175,72.25,booked
5877,59,Double,176,361.84,booked
5878,59,Double,177,279.97,available
5879,59,Double,178,58.15,booked
5880,59,Single,179,93.05,available
5881,59,Single,180,292.34,booked
5882,59,Suite,181,75.41,booked
5883,59,Suite,182,296.38,booked
5884,59,Double,183,247.43,available
5885,59,Double,184,244.01,available
5886,59,Double,185,54.81,booked
5887,59,Suite,186,360.05,available
5888,59,Suite,187,205.23,maintenance
5889,59,Double,188,150.54,maintenance
5890,59,Suite,189,285.52,booked
5891,59,Double,190,445.03,maintenance
5892,59,Suite,191,499.45,booked
5893,59,Suite,192,119.84,maintenance
5894,59,Single,193,197.79,maintenance
